response_time,availability,throughput,successability,reliability,compliance,best_practices,latency,documentation,service_name,wsdl_address,service_classification,service_class_name
302.75,89,7.1,90,73,78,80,187.75,32,MAPPMatching,http://xml.assessment.com/service/MAPPMatching.asmx?wsdl,3,Silver
782.0,100,16.0,100,80,100,87,2.0,11,updater,http://stlbloggers.com/mojira/pinger/ping.asmx?WSDL,1,Platinum
120.0,85,34.4,95,83,89,91,1.0,12,EmptySA,http://mssoapinterop.org/stk/wsdl/EmptySA.wsdl,1,Platinum
399.6,52,1.5,53,67,89,72,227.8,82,Utility,http://arcweb.esri.com/services/v2/Utility.wsdl,4,Bronze
58.0,95,16.0,98,73,78,80,1.0,5,search,http://www.db3nf.com/counter/search.asmx?WSDL,2,Gold
68.83,100,21.4,100,73,100,80,7.33,92,Image_x0020_Search,http://webservices.indexstock.com/ImageSearch/2003/07/15/imagesearch.asmx?wsdl,1,Platinum
283.0,83,20.3,84,73,89,75,13.0,4,Departements,http://tic01.tic.ec-lyon.fr/xmlraw/~muller/cours/websrv/be/Departements.wsdl,3,Silver
239.6,92,12.2,97,73,100,75,16.0,4,ServicioOnix,http://www.librosar.com.ar/portal/servicioonix.asmx?WSDL,2,Gold
225.2,100,14.0,100,73,100,84,10.4,35,checktransService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/checktrans.wsdl,1,Platinum
108.67,88,5.2,88,73,89,75,19.67,9,searchService,http://astro.ncsa.uiuc.edu/catalogs/services/search.jws;jsessionid=E462F14368838CFFEF111F7FA60BE099?wsdl,3,Silver
253.83,13,7.0,13,67,89,84,5.92,64,OnlineMessenger,http://www.myoms.net/soap/oms2_simple.wsdl,4,Bronze
1296.0,86,6.9,86,73,78,80,1.0,5,Phonebook,http://www.barnaland.is/dev/phonebook.asmx?WSDL,4,Bronze
274.8,92,1.6,97,67,100,82,44.8,5,fdnainvarService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnainvar.derived?wsdl,3,Silver
204.4,92,1.9,97,73,100,84,6.2,40,unionService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/union.wsdl,1,Platinum
233.5,68,3.2,68,73,89,75,4.0,61,CheckAuthorizationService,http://test.achex.com/ws/Authorization.wsdl,3,Silver
319.25,89,2.6,96,73,100,80,99.5,10,AirlineService,http://www.pathfinder-xml.com/development/WSDL/AirlineService.wsdl,2,Gold
1410.0,83,10.6,84,83,89,91,5.0,11,LanguagesService,http://dcregistry.natlib.govt.nz/axis/services/languagesSummary?wsdl,2,Gold
374.0,88,10.4,96,67,78,77,0.67,95,XigniteGE,http://www.xignite.com/xGE.asmx?wsdl,1,Platinum
133.21,55,8.0,56,60,67,79,10.42,88,ws,http://www.selfsurveys.com/ws.asmx?wsdl,4,Bronze
291.25,92,3.0,97,60,67,74,16.25,5,XmppService,http://agents.startcorp.com/As/XmppService.asmx?wsdl,4,Bronze
165.0,83,9.7,84,73,89,75,23.0,2,showmyip_lookup,http://www.showmyip.com/soap/lookupserver.php?wsdl,3,Silver
182.0,92,15.7,97,67,78,72,54.0,11,PixelsToXYService,http://www.viamichelin.com/ws/services/PixelsToXY?wsdl,3,Silver
100.14,92,3.2,97,80,100,87,7.71,10,pinger,http://mojira.net/pinger.asmx?wsdl,2,Gold
111.0,98,0.8,100,67,100,77,27.0,93,SushiwsPort,http://partnerportal.ebsco.com/ws/sushi/service.asmx?wsdl,1,Platinum
689.42,34,1.1,34,67,89,72,236.75,87,Report,http://arcweb.esri.com/services/v2/Report.wsdl,4,Bronze
275.0,72,11.8,72,83,89,91,9.0,11,EHCIntegrationService,http://new.ehealthcompete.com/webservices/eis-rpcenc.wsdl,2,Gold
125.88,69,10.5,70,73,78,80,66.88,89,ImgCutout,http://casjobs.sdss.org/ImgCutoutDR3/ImgCutout.asmx?wsdl,2,Gold
149.67,89,1.1,96,73,78,80,13.0,8,Tax,http://contest.comteach.ch/tax.asmx?wsdl,3,Silver
164.0,86,3.4,95,73,78,84,54.5,96,AustralianPostCode,http://www.webservicex.com/AustralianPostCode.asmx?WSDL,1,Platinum
215.2,56,1.0,57,60,78,79,9.2,11,ILohn2004service,http://newcomer.de/webservices/lohn.dll/wsdl/ilohn2004,4,Bronze
284.57,43,3.3,44,73,89,75,11.86,3,WDDataService,http://serwis.sgh.waw.pl/test/employeeservice.php?wsdl,4,Bronze
167.5,86,16.1,86,73,78,84,2.0,91,CalcService,http://www.mathertel.de/AjaxEngine/S01_AsyncSamples/CalcService.asmx?wsdl,1,Platinum
250.74,86,7.0,86,53,89,66,60.04,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/hmm.ehmmfetch?wsdl,4,Bronze
93.3,60,13.4,61,73,67,84,31.4,88,DemographixQuery,http://ws.cdyne.com/DemographixWS/DemographixQuery.asmx?wsdl,2,Gold
123.64,93,14.6,98,67,100,82,1.19,87,XWebCheckOut,http://ws.xwebservices.com/XWebCheckOut/XWebCheckOut.asmx?wsdl,1,Platinum
98.09,87,17.2,96,67,100,82,21.54,28,Phone,http://ws.acrosscommunications.com/Phone.asmx?wsdl,1,Platinum
150.91,86,13.5,95,67,78,77,4.18,9,Main,http://212.177.98.35/swapping/default.asmx?WSDL,3,Silver
324.8,86,12.4,95,73,100,84,9.6,41,restoverService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/restover.wsdl,1,Platinum
107.0,91,36.9,97,83,89,91,3.0,12,EmptySA,http://mssoapinterop.org/stkv3/wsdl/emptysa.wsdl,1,Platinum
205.31,56,7.1,57,67,78,77,90.07,93,EPADWebServices,http://webservices.dicecorp.com/epadinterface/epad.asmx?wsdl,3,Silver
209.4,98,1.4,100,73,100,84,10.0,41,marscanService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/marscan.wsdl,1,Platinum
206.0,89,1.4,96,58,100,75,10.0,40,chaosService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/chaos.wsdl,3,Silver
136.38,70,4.8,70,73,89,84,5.88,4,MathService,http://chs.gotdotnet.com/quickstart/aspplus/samples/services/MathService/CS/MathService.asmx?WSDL,3,Silver
193.0,83,26.2,84,80,100,83,3.0,4,RSSValidator,http://feedvalidator.org/RSSValidator.wsdl,1,Platinum
180.0,87,12.1,95,73,78,80,55.25,8,WSDLInteropTestDocLitService,http://www.mssoapinterop.org/asmx/WSDL/WSDLInteropTestDocLitService.wsdl,3,Silver
223.5,86,15.7,95,73,100,84,37.5,6,Tools,http://www.whatdoing.com/WebTools/Tools.asmx?wsdl,2,Gold
464.0,67,2.2,67,80,89,83,38.42,8,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=7,4,Bronze
259.0,97,1.2,99,58,100,75,7.2,32,freakService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/freak.wsdl,3,Silver
180.36,85,10.8,95,73,100,75,13.0,4,productPortalWS,http://ce.vtt.fi/eprocon_client/BC.wsdl,2,Gold
225.8,97,3.4,99,73,100,84,45.4,6,acdcService,http://www.ebi.ac.uk/soaplab/emboss4/services/acd.acdc.derived?wsdl,2,Gold
43.0,47,3.6,47,80,100,83,5.17,95,MessengerServiceAPI,http://johndunning.com/yahoo/messengerapi.wsdl,2,Gold
189.5,72,14.9,72,83,89,91,7.5,56,RecommendationService,http://www.statsbiblioteket.dk/netbibservices/services/RecomLike?wsdl,1,Platinum
203.5,86,16.2,95,58,100,69,0.5,59,EnumFetchService,http://ramius.communityzero.com/ws/api/Enum.wsdl,2,Gold
571.75,46,4.6,47,73,89,75,101.0,11,DpsService,http://www.medinfo.kz/jaxrpc-dps/dps?WSDL,4,Bronze
219.0,99,16.4,99,80,100,83,1.0,2,notification,http://covarm.tvu.ac.uk/notification/wsdl/notificationSOAP.wsdl,1,Platinum
107.45,97,13.3,99,73,78,80,1.36,94,DOTSGeoCoder,http://ws2.serviceobjects.net/gcr/GeoCoder.asmx?WSDL,1,Platinum
61.5,72,16.1,72,73,67,84,6.0,86,Remember_x0020_God,http://www.remembergod.us/webservice/remembergod.wsdl,2,Gold
1069.5,71,3.0,72,83,89,91,744.0,36,Mapping,http://xml.nig.ac.jp/wsdl/Mapping.wsdl,3,Silver
315.0,100,1.0,100,67,100,82,39.6,6,vrnaevalService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnaeval.derived?wsdl,2,Gold
182.57,43,5.3,43,83,89,91,9.28,9,OrbitService,http://www.toolxite.dk/wsdl/orbit_service.wsdl,4,Bronze
144.0,83,25.3,84,83,89,91,4.0,10,VersionService,http://genex.hgu.mrc.ac.uk/axis/services/Version?wsdl,1,Platinum
234.8,95,1.3,98,67,100,82,33.8,10,patmatdbService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.patmatdb.derived?wsdl,2,Gold
1859.64,96,2.6,99,60,78,79,16.07,94,Service,http://www.ejse.com/WeatherService/Service.asmx?wsdl,2,Gold
91.5,86,17.2,86,73,89,84,5.0,88,Service,http://www.valil.com/ChessWebService/Service.asmx?wsdl,1,Platinum
86.27,55,12.0,55,60,78,69,45.25,91,PhoneNotify,http://ws.cdyne.com/notifyws/phonenotify.asmx?wsdl,3,Silver
168.0,26,7.7,26,53,100,66,16.0,33,ReviewRequestManager,http://isb.oio.dk/oioservice/service/public/2/reviewrequestmanager.asmx?wsdl,4,Bronze
206.4,60,6.7,61,78,89,89,7.6,1,ITicTacToeservice,http://www.ebob42.com/cgi-bin/TicTacToe.exe/wsdl/ITicTacToe,3,Silver
227.53,90,7.1,90,67,100,77,40.16,2,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-10-05/DE/AWSECommerceService.wsdl,3,Silver
443.0,98,10.1,100,58,100,75,5.8,39,lindnaService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/lindna.wsdl,2,Gold
295.89,61,6.3,61,73,89,80,102.17,11,PT_progetti,http://www.sgr-international.com/PT_progetti.asmx?wsdl,4,Bronze
1021.5,65,3.1,65,73,89,75,4.83,66,RecommendationService,http://developer.statsbiblioteket.dk/netbibservices/services/Recommendation?wsdl,3,Silver
1034.43,32,3.1,33,60,78,79,931.07,5,interopLabEchoHeader,http://soapclient.com/interop/interopC.wsdl,4,Bronze
212.4,96,1.6,99,73,100,84,11.2,31,noreturnService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/noreturn.wsdl,2,Gold
99.0,88,0.7,96,73,100,75,53.0,92,OcrService,http://www.leadtools.net/Services/OcrService/OcrService.asmx?WSDL,1,Platinum
3197.14,48,1.5,48,72,89,86,23.21,59,CodeGenService,http://www.eyemaginations.com/cgi-bin/getWSDL.pl?wsdl=WebFunction.wsdl,4,Bronze
325.97,12,3.5,13,67,78,72,25.23,40,otoMotoWebApi,http://www.otomoto.pl/webapi/server.php?wsdl,4,Bronze
357.8,87,1.2,95,73,100,84,7.0,40,cutseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cutseq.wsdl,2,Gold
153.0,96,6.3,99,73,78,84,99.0,5,SdssCutout,http://skyservice.pha.jhu.edu/sdsscutout/SdssCutout.asmx?WSDL,3,Silver
139.0,89,18.2,96,73,78,84,1.0,57,registeronline,http://ws.custcon.com/rol.asmx?wsdl,1,Platinum
64.5,99,24.3,100,73,78,80,22.0,88,ImgCutout,http://skyservice.pha.jhu.edu/dr1/ImgCutout/imgcutout.asmx?wsdl,1,Platinum
199.17,56,7.3,56,67,78,77,55.5,6,CRMTeeTimeAPI,http://golffacility.com/api/crmteetimeapi.asmx?WSDL,4,Bronze
665.67,63,7.7,63,89,100,93,9.34,58,QuranService,http://studentmasjid.com/Quran/QuranService.wsdl,1,Platinum
178.0,98,34.4,99,83,100,91,8.0,9,CheckItOutClassService,http://www.breakingpar.com/anygolfleague/home.nsf/DemoWebService?WSDL,1,Platinum
462.0,99,12.7,100,73,78,80,11.0,90,NED,http://voservices.net/NED/ws_v1_0/NED.asmx?wsdl,1,Platinum
237.8,99,14.3,100,73,100,84,9.6,32,infoseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/infoseq.wsdl,1,Platinum
165.2,91,1.4,91,73,100,80,11.6,62,SpatialQuery,http://www.arcwebservices.com/services/v2006/SpatialQuery.wsdl,1,Platinum
3997.0,90,1.7,90,73,78,84,11.4,8,WSNCBIBlastService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSNCBIBlast.wsdl,4,Bronze
975.9,59,2.7,60,67,89,77,372.67,66,ScheduleFileWebService,http://www.novasoftware.se/schedulewebservice/service.asmx?WSDL,4,Bronze
267.0,94,1.8,98,58,100,75,7.4,31,bananaService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/banana.wsdl,3,Silver
102.0,90,2.5,97,67,100,82,1.0,39,TaxData,http://ws.strikeiron.com/TaxData?WSDL,2,Gold
117.0,85,24.5,95,73,100,80,30.0,11,locationRouting,http://hle.htzpartners.com/locationSearch/locationRouting.asmx?wsdl,1,Platinum
239.05,97,8.8,99,67,78,77,37.38,3,StreamContentService,http://api.playstream.com/3.0/StreamContentService.asmx?wsdl,3,Silver
80.55,94,13.6,94,60,89,54,26.19,92,SkyNode,http://galex.stsci.edu/skynode/ogoods/nodeb.asmx?wsdl,2,Gold
216.27,52,5.4,52,67,67,77,88.1,2,GetTradingConditions,http://www.saxobank.com/WebServices/GetTradingConditions.asmx?wsdl,4,Bronze
101.0,86,22.5,86,73,89,80,2.5,6,CityLocations,http://asyncpostback.com/CityLocations.asmx?WSDL,2,Gold
994.26,30,2.8,30,67,78,82,88.47,6,SympaSOAP,http://demo.sympa.org/sympa/wsdl,4,Bronze
380.83,91,6.6,91,73,78,80,163.5,9,Northwind,http://www.tunguyen.us/wslearn/northwind.asmx?wsdl,3,Silver
268.11,96,8.3,99,67,78,58,0.72,31,zbozi,http://www.atcomp.cz/webservices/zbozi.asmx?wsdl,3,Silver
135.25,78,3.4,79,73,78,84,1.5,3,AccountServices,http://www.blueface.ie/webservices/voipservices.asmx?wsdl,3,Silver
251.8,93,2.1,98,50,100,72,33.0,5,tcodeService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_gene_finding.tcode.derived?wsdl,4,Bronze
130.67,100,6.9,100,73,78,84,10.0,12,GoogleSearchService,http://jeremy.zawodny.com/~jzawodn/mt/lib/MT/GoogleSearch.wsdl,2,Gold
298.0,83,26.5,84,83,89,91,3.0,4,Calendar,http://www.stgregorioschurchdc.org/wsdl/Calendar.wsdl,1,Platinum
257.5,100,3.4,100,73,78,84,1.0,35,IntegrateServiceService,http://webservices.wolfram.com/services/Integrator/Integrate.m?wsdl,2,Gold
130.75,56,10.8,56,83,78,91,3.5,4,PmSoapRpcApi,http://www.core.ecs.soton.ac.uk/software/wsdl/EPrintsService.wsdl,3,Silver
206.0,98,2.1,100,67,89,82,10.25,59,SendSmsService,http://gw1.aql.com/soap/sendservice.php?WSDL,1,Platinum
621.2,85,8.3,95,73,78,80,10.0,38,MAPPResults,http://xml.assessment.com/service/MAPPResults.asmx?wsdl,2,Gold
113.5,72,17.2,72,50,78,77,2.5,5,TWSFissionDotNet,http://www.sidespace.com/ws/fission/fissiondotnet.php?wsdl,4,Bronze
446.23,90,6.2,97,60,78,79,1.08,93,XigniteChart,http://xignite10.xignite.com/xChart.asmx?wsdl,2,Gold
71.21,71,10.7,71,67,100,77,6.0,8,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-03-23/AWSECommerceService.wsdl,3,Silver
229.4,99,13.7,100,73,100,84,8.6,40,twofeatService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/twofeat.wsdl,1,Platinum
1342.0,94,10.0,98,73,78,84,83.0,2,Headlines,http://www.grbj.com/rss/headlines.asmx?wsdl,3,Silver
163.0,91,33.2,97,73,100,84,1.0,6,SignatureVerification,http://www.securexml.net/SecureXML/SecureXML.asmx?wsdl,1,Platinum
103.67,97,4.7,99,73,100,75,2.0,96,SearchService,http://www.phdcc.com/findinsite/SearchService.asmx?wsdl,1,Platinum
305.8,88,13.5,96,58,100,75,6.0,33,dotmatcherService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dotmatcher.wsdl,2,Gold
348.33,66,4.4,66,80,89,83,72.33,3,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=15,4,Bronze
424.83,46,3.7,46,73,89,84,20.83,8,ServerExampleService,http://www.nuestrosite.com.mx/soap/server.php?wsdl,4,Bronze
57.42,66,12.5,66,67,100,77,5.31,10,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2006-02-15/AWSECommerceService.wsdl,3,Silver
207.0,99,29.0,100,80,100,87,2.0,95,getJoke,http://www.interpressfact.net/webservices/getjoke.asmx?WSDL,1,Platinum
101.33,63,4.0,64,73,100,80,2.66,7,WS4lsqlService,http://slashdemocracy.org/links/ws4lsql.wsdl,4,Bronze
246.25,70,3.8,70,67,89,77,6.75,95,SendContentService,http://www.esendex.com/secure/messenger/soap/SendContentService.asmx?wsdl,2,Gold
401.2,92,3.2,97,73,100,84,51.2,10,fdollopService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_discrete_characters.fdollop.derived?wsdl,2,Gold
114.0,86,16.1,86,73,89,84,67.0,8,FpMLValidation,http://www.handcoded.com/FpMLValidation.asmx?WSDL,2,Gold
291.09,84,1.3,84,53,89,66,106.44,8,AnalysisWSGowlabImplService,http://www.ebi.ac.uk/soaplab/services/similarity_search.fasta_protein_xml?wsdl,4,Bronze
247.38,28,5.9,29,42,78,74,6.0,9,GLMService,http://guestlistmanager.co.uk/glplus/xml-api/soap/demo_server.php?wsdl,4,Bronze
95.0,83,24.1,84,73,78,80,3.0,12,SOAPReceive,http://www.mxtelecom.com/us/tech/sms/html/uk/tech/sms/xml/wapmx-receive.wsdl,2,Gold
261.33,95,10.1,98,80,89,65,100.66,90,c2i_x0020_Service_x0020_Web_x0020_gratuit,http://www.c2i.fr/c2iws/c2iws_free.asmx?WSDL,1,Platinum
709.5,86,3.7,86,67,78,82,35.5,4,VSOiService,http://vso1.nascom.nasa.gov/API/sdacVSOi_strict.wsdl,4,Bronze
148.95,89,10.8,96,67,100,77,6.73,10,EcMSoapBridgeService,http://webservices.ecircle-ag.com/soap/ecm.wsdl,2,Gold
622.33,75,6.3,76,53,89,66,7.0,62,SubjectBrowserService,http://developer.statsbiblioteket.dk/netbibservices/services/SubjectBrowser?wsdl,4,Bronze
43.12,63,4.6,63,67,89,72,2.18,37,CH_CB,http://www.multispeak.org/interface/30j/14_CH_CB.asmx?wsdl,4,Bronze
147.33,91,16.6,97,73,100,84,18.41,41,ABAService,http://www.lyonsreg.com/webservices/aba/ABAService.asmx?WSDL,1,Platinum
298.2,85,12.5,95,73,100,84,8.0,38,supermatcherService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/supermatcher.wsdl,1,Platinum
353.75,66,3.5,66,80,89,83,67.25,3,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=12,4,Bronze
214.0,85,1.4,95,73,100,84,10.8,38,silentService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/silent.wsdl,2,Gold
323.5,56,10.5,56,83,89,91,14.0,2,RsomService,http://www.vbi.vt.edu/~pathport/services/wsdls/rsom.wsdl,3,Silver
128.5,86,6.4,86,73,67,84,88.0,32,PostcodeService,http://www.ssw.com.au/PostcodeWebService/PostcodeService.asmx?wsdl,3,Silver
620.25,91,8.5,97,78,78,89,13.75,8,WikiWebService,http://fox.wikis.com/wikiwebservice.wsdl,2,Gold
352.4,55,4.9,56,67,78,77,76.78,87,BillingSystemCall,http://www.newcomer.de/WebServices/BillingSystem/Call/index.asmx?wsdl,3,Silver
434.83,66,3.0,66,80,89,83,62.58,3,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=10,4,Bronze
220.8,85,0.8,95,73,100,84,10.8,35,maskseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/maskseq.wsdl,2,Gold
248.81,28,8.4,30,42,78,74,4.81,9,GLMService,http://www.guestlistmanager.co.uk/glplus/xml-api/soap/demo_server.php?wsdl,4,Bronze
79.25,99,20.8,100,73,78,80,25.5,92,ImgCutout,http://skyservice.pha.jhu.edu/dr2/imgcutout/imgcutout.asmx?wsdl,1,Platinum
230.6,97,14.2,99,73,100,84,9.6,37,tranalignService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/tranalign.wsdl,1,Platinum
166.67,75,1.2,75,67,78,77,7.84,38,MoneyCentralRemote,http://office.microsoft.com/Research/Providers/MoneyCentral.asmx?WSDL,4,Bronze
270.5,45,1.6,45,58,78,69,2.83,5,AladinImageService,http://cdsws.u-strasbg.fr/axis/services/AladinImage?wsdl,4,Bronze
581.0,83,15.6,84,50,89,66,116.0,2,GetPersonInfoService,http://oscar.snapps.com/portal.nsf/GetPersonInfoComplex?WSDL,4,Bronze
42.15,56,10.4,56,60,89,69,1.32,37,GIS_CB,http://www.multispeak.org/interface/30j/16_GIS_CB.asmx?wsdl,4,Bronze
420.33,100,3.3,100,73,100,80,131.66,8,AirportDelayService,http://www.pathfinder-xml.com/development/WSDL/AirportDelayService.wsdl,2,Gold
352.0,98,21.5,100,58,89,75,1.0,7,AdminService,http://passport.sme.gov.cn/passport/services/AdminService?wsdl,2,Gold
2098.0,86,5.1,86,80,67,90,55.0,65,wsDataSet,http://www.deeptraining.com/webservices/wsDataSet.asmx?wsdl,3,Silver
369.4,61,6.9,61,73,89,75,29.6,3,IMucsService,http://dmb.ur.se/services/xml/Mucs?wsdl,4,Bronze
119.5,71,15.8,72,73,89,84,61.0,2,TimeService,http://www.samuraisw.com/WebTimeService/TimeService.asmx?wsdl,3,Silver
312.43,88,9.6,96,72,78,89,16.36,11,MonsterBusinessGatewayService,http://schemas.monster.com/BGW3.5/WSDL/MonsterBusinessGateway-wsi-ms.wsdl,2,Gold
3157.61,23,1.3,23,78,89,89,60.11,5,IdeasServiceService,http://198.228.90.222:8080/ideas/services/IdeasService?wsdl,4,Bronze
457.0,83,15.3,84,83,89,91,2.0,10,VersionService,http://www.icare-service.com/axis/services/Version?wsdl,2,Gold
65.07,88,16.7,96,67,100,77,1.28,3,geoservices,http://mlbs.net/nacgeoservices/geoservices.asmx?wsdl,2,Gold
141.5,93,17.6,98,67,100,83,12.0,10,Compound1,http://www.whitemesa.net/r3/compound1.wsdl,2,Gold
397.0,88,1.4,89,60,100,74,169.67,35,SIMPS,http://ws.strikeiron.com/StrikeironMarketplaceServices?WSDL,3,Silver
108.0,86,0.7,95,73,78,80,0.33,90,DOTSFraudProtectionLite,http://trial.serviceobjects.com/fpl/FraudProtectionLite.asmx?WSDL,1,Platinum
260.0,83,15.5,84,73,89,84,10.0,11,RandomBushismService,http://greg.froh.ca/fun/random_bushism/soap/index.php?wsdl,2,Gold
512.25,92,6.8,93,80,78,83,46.37,92,ExchangeRates,http://webservices.lb.lt/ExchangeRates/ExchangeRates.asmx?wsdl,1,Platinum
253.0,86,7.2,86,73,78,80,108.5,8,ConcertWebService,http://radio3.cbc.ca/services/ConcertWebService.asmx?WSDL,3,Silver
193.36,51,8.0,51,67,67,82,74.52,8,UniversalThread,http://www.universalthread.com/WebService/UniversalThread.asmx?wsdl,4,Bronze
194.17,73,6.5,74,73,89,84,13.5,7,Service,http://wstest.avans.nu/Service.asmx?wsdl,3,Silver
292.21,56,6.5,57,67,89,77,54.42,95,WebServiceDemo,http://www.guru4.net/articoli/javascript-soap-client/demo/webservicedemo.asmx?wsdl,3,Silver
106.77,12,13.0,12,60,89,69,8.92,92,lmapi,http://lists.sfcg.org/soap/wsdl,4,Bronze
276.0,88,13.5,96,73,100,84,6.4,36,infoalignService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/infoalign.wsdl,1,Platinum
236.21,64,2.5,64,80,67,83,48.07,88,AirportDataService,http://service.falconwebtech.com/aptDataService.asmx?wsdl,3,Silver
121.15,88,6.4,89,67,100,77,8.2,7,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/AWSECommerceService.wsdl,3,Silver
174.11,60,7.5,61,60,89,74,104.28,88,ContactService,http://www.fmnsoft.com/ContactService.asmx?wsdl,3,Silver
106.75,90,16.2,96,73,78,80,24.13,93,ArticlesSecure,http://netservice.fossware.com/ArticlesSecure.asmx?WSDL,1,Platinum
177.5,94,14.6,98,67,89,58,25.8,32,UserService,http://my.textcaster.com/webservices/userservice.asmx?WSDL,3,Silver
232.0,100,13.0,100,73,100,84,51.5,35,sendOIOXML,http://vans-test.sdn.dk/einvoice/ws/ver1/sendOIOxml/sendOIOXML.asmx?wsdl,1,Platinum
102.2,90,3.3,97,73,100,80,2.2,41,SMSMessagingService,http://ws.strikeiron.com/SMSMessagingService?WSDL,2,Gold
169.0,96,12.2,96,50,89,66,9.83,11,LeagueService,http://www.swissunihockey.ch/weblounge/webservices/league?wsdl,3,Silver
181.43,91,2.4,97,73,100,80,11.14,42,Photoserver,http://www.inphoto.cz/Service/PhotoServer.asmx?WSDL,2,Gold
369.83,66,2.9,67,80,89,83,76.5,11,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=14,3,Silver
265.09,94,10.2,94,73,89,62,48.18,11,SkyNodeWS,http://skyserver.ast.cam.ac.uk/wfc/SkyNodeWS.asmx?wsdl,3,Silver
413.0,83,17.8,84,78,89,89,10.0,6,sbp,http://th.sbuypayment.com/webservices/Pay.php?wsdl,2,Gold
300.6,100,1.4,100,67,100,82,42.6,1,vrnaduplexService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnaduplex.derived?wsdl,3,Silver
178.75,56,8.4,56,60,89,69,4.0,2,bibiwsImplementationService,http://bibiserv.techfak.uni-bielefeld.de/wsdl/bibiws.wsdl,4,Bronze
146.83,85,2.1,95,83,89,91,95.58,7,VbidasService,http://www.vbi.vt.edu/~pathport/services/wsdls/vbidas.wsdl,2,Gold
585.4,51,2.0,52,73,78,84,398.4,11,SQLDataInterop,http://soapclient.com/interop/InteropB.wsdl,4,Bronze
3439.83,66,1.6,67,73,89,75,157.5,6,BlastbtService,http://staff.vbi.vt.edu/pathport/services/wsdls/clusterblast.wsdl,4,Bronze
205.5,73,1.9,73,60,78,74,27.0,33,VinService,http://webservice.vinexplosion.com/VinService.asmx?wsdl,4,Bronze
145.36,33,3.2,34,67,78,72,2.65,7,interopLab,http://www.pocketsoap.com/services/ilab.wsdl,4,Bronze
208.22,61,7.6,62,73,78,80,81.83,3,PasteHereWebService,http://webservice.pastehere.com/PasteHereWebService.asmx?WSDL,4,Bronze
1840.0,90,8.7,97,73,78,80,26.0,39,Statistics,http://www.webservicex.net/Statistics.asmx?WSDL,3,Silver
75.25,56,8.0,56,83,89,91,20.5,12,GlimmermService,http://www.vbi.vt.edu/~pathport/services/wsdls/glimmerm.wsdl,3,Silver
134.0,83,26.8,84,78,78,89,4.0,2,GroupsFinderService,http://www.epfl.ch/groups3.wsdl,2,Gold
268.2,93,1.2,98,67,100,82,44.8,7,maskseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.maskseq.derived?wsdl,3,Silver
228.6,100,14.1,100,73,100,84,9.8,36,transeqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/transeq.wsdl,1,Platinum
213.0,96,17.1,99,73,78,62,108.0,2,news_xml_service,http://www.newsxpc.com/news-xml-service.asmx?wsdl,3,Silver
303.1,34,10.4,34,73,100,80,2.4,92,ExperimentWebService,http://www.amdcc.org/Webservice/ExperimentWebService.asmx?wsdl,3,Silver
